website,company_name,description,software_classification,enterprise_grade_classification,industry,customers_names_list,employee_headcount,investors,geography,parent_company,address_street,address_zip,address_city,address_country_region,finance,email,phone
Failed to scrape https://www.editus.lu/en/cs-expertise-sarl-petange-1951367,Failed to scrape https://www.editus.lu/en/cs-expertise-sarl-petange-1951367,Failed to scrape https://www.editus.lu/en/cs-expertise-sarl-petange-1951367,Failed to scrape https://www.editus.lu/en/cs-expertise-sarl-petange-1951367,Failed to scrape https://www.editus.lu/en/cs-expertise-sarl-petange-1951367,Failed to scrape https://www.editus.lu/en/cs-expertise-sarl-petange-1951367,Failed to scrape https://www.editus.lu/en/cs-expertise-sarl-petange-1951367,Failed to scrape https://www.editus.lu/en/cs-expertise-sarl-petange-1951367,Failed to scrape https://www.editus.lu/en/cs-expertise-sarl-petange-1951367,Failed to scrape https://www.editus.lu/en/cs-expertise-sarl-petange-1951367,Failed to scrape https://www.editus.lu/en/cs-expertise-sarl-petange-1951367,Failed to scrape https://www.editus.lu/en/cs-expertise-sarl-petange-1951367,Failed to scrape https://www.editus.lu/en/cs-expertise-sarl-petange-1951367,Failed to scrape https://www.editus.lu/en/cs-expertise-sarl-petange-1951367,Failed to scrape https://www.editus.lu/en/cs-expertise-sarl-petange-1951367,Failed to scrape https://www.editus.lu/en/cs-expertise-sarl-petange-1951367,Failed to scrape https://www.editus.lu/en/cs-expertise-sarl-petange-1951367,Failed to scrape https://www.editus.lu/en/cs-expertise-sarl-petange-1951367
https://www.csbgroup.com/,CSB Group,"CSB Group is a leading corporate service provider in Malta offering a wide range of services including corporate and trust services, accounting, tax, regulated financial services, VFA, blockchain & fintech, iGaming, citizenship & residency, relocation, and real estate.  They focus on exceeding client expectations and providing international reach and professional services.",Service-based,Enterprise,"Financial Services, Corporate Services, iGaming",Noricum Investments Ltd,Not found,Not found,"Malta, Spain, Dubai, UAE, Amsterdam, London, Italy",Not found,Tower Street,BKR 4013,Swatar,Malta - EU,Not found,info@csbgroup.com,+356 2557 2557
https://www.curalia.be/nl,Curalia,"Curalia provides financial and insurance services specifically tailored for healthcare professionals.  They offer investment solutions (Tak 21 and Tak 23), pension planning assistance (including RIZIV-statuut management), and insurance products designed to cover various life stages and professional needs.  They emphasize personalized advice and proactive support.",Service-based,Enterprise,"Finance, Insurance, Healthcare",Not found,51-200,Not found,Belgium,Not found,Tweekerkenstraat 33,1000,Brussel,Belgium,Not found,info@curalia.be,02/735.80.55
https://dorcglobal.com/,DORC Dutch Ophthalmic Research Center (International) B.V.,"DORC is one of the world’s leading suppliers of equipment, instruments and liquids for ophthalmic surgery.",Product-based,Enterprise,Healthcare,Not found,"501-1,000",Not found,"Global, USA, China",Zeiss,Not found,Not found,Not found,Not found,Not found,Not found,Not found
Failed to scrape https://www.d2m-group.com/,Failed to scrape https://www.d2m-group.com/,Failed to scrape https://www.d2m-group.com/,Failed to scrape https://www.d2m-group.com/,Failed to scrape https://www.d2m-group.com/,Failed to scrape https://www.d2m-group.com/,Failed to scrape https://www.d2m-group.com/,Failed to scrape https://www.d2m-group.com/,Failed to scrape https://www.d2m-group.com/,Failed to scrape https://www.d2m-group.com/,Failed to scrape https://www.d2m-group.com/,Failed to scrape https://www.d2m-group.com/,Failed to scrape https://www.d2m-group.com/,Failed to scrape https://www.d2m-group.com/,Failed to scrape https://www.d2m-group.com/,Failed to scrape https://www.d2m-group.com/,Failed to scrape https://www.d2m-group.com/,Failed to scrape https://www.d2m-group.com/
https://dallbogg.com/en/,DallBogg Inc.,"DallBogg is a dynamically developing insurer in Bulgaria, offering life and health pension assurance, casco, home property, and fire and natural disasters insurance.",Service-based,Not found,Insurance,Not found,Not found,Not found,"Bulgaria, Italy, Poland",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
Failed to scrape https://www.dam-lux.com/,Failed to scrape https://www.dam-lux.com/,Failed to scrape https://www.dam-lux.com/,Failed to scrape https://www.dam-lux.com/,Failed to scrape https://www.dam-lux.com/,Failed to scrape https://www.dam-lux.com/,Failed to scrape https://www.dam-lux.com/,Failed to scrape https://www.dam-lux.com/,Failed to scrape https://www.dam-lux.com/,Failed to scrape https://www.dam-lux.com/,Failed to scrape https://www.dam-lux.com/,Failed to scrape https://www.dam-lux.com/,Failed to scrape https://www.dam-lux.com/,Failed to scrape https://www.dam-lux.com/,Failed to scrape https://www.dam-lux.com/,Failed to scrape https://www.dam-lux.com/,Failed to scrape https://www.dam-lux.com/,Failed to scrape https://www.dam-lux.com/
https://dammers-group.com/ship-management,Dammers Shipmanagement Inc.,"Dammers Shipmanagement Inc. provides ship management and administration services, including vessel registration in Curaçao, crewing, and tax optimization services for shipping companies.",Service-based,SMB,"Maritime, Shipping",Not found,30+,Not found,"Curaçao, Dutch West Indies",Dammers Group of Companies,Not found,Not found,Curaçao,"Curaçao, Dutch West Indies",Not found,management@dammers-group.com,+(599 9) 7370600
http://www.danieli.lu/,Danieli Finance Solutions S.A.,Danieli Finance Solutions S.A. (DFS) provides lending operations services primarily to companies within the Danieli Group and selected international corporate entities with existing or potential commercial relationships with the group.  They do not offer services to private customers.,Service-based,Enterprise,Finance,Not found,Not found,Not found,"Luxembourg, Italy",Danieli & C. Officine Meccaniche S.p.A.,Not found,Not found,Not found,Luxembourg,Not found,Not found,Not found
https://www.ds-sundhed.dk/,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
https://www.das.nl/,DAS,"DAS helps clients prevent or resolve problems, offering legal assistance and advice for various situations including traffic accidents, employment disputes, housing issues, and family matters. They provide both insurance-based and on-demand legal services.",Service-based,Enterprise,"Legal Services, Insurance",Not found,2200,Not found,Netherlands,Not found,Not found,Not found,Not found,Netherlands,Not found,Not found,Not found
https://www.dca.mc/,DCA SAM,"DCA SAM is a Monegasque accounting and auditing firm offering services in accounting, auditing, legal and compliance, and HR and social matters. They are a partner of Deloitte in Monaco and aim to provide high-quality, client-focused service.",Service-based,SMB,Accounting and Auditing,Not found,30,Not found,Monaco,Not found,2 Rue de la Lüjerneta,98000,MONACO,Monaco,Not found,Not found,+377 92 05 64 20
https://ppt.ch/en/,de Pury Pictet Turrettini,"de Pury Pictet Turrettini (PPT) is an asset management firm that develops investment strategies, focusing on long-term value creation with a strong emphasis on sustainable finance.  They offer services to both private and institutional clients, specializing in areas such as digitalization, demographic changes, and climatic risks.",Service-based,Enterprise,"Finance, Asset Management",Not found,Not found,Not found,Switzerland,Not found,Not found,Not found,Not found,Switzerland,Not found,Not found,Not found
https://www.devolksbank.nl/en,de Volksbank,de Volksbank is a financial institution focused on social impact and sustainable practices.  They offer financial education programs for Dutch youth and prioritize equal growth opportunities and quality of life initiatives.  They also publish annual reports and financial information for investors.,Service-based,Enterprise,Finance,Not found,"Over 3,000",Not found,Netherlands (NL),Not found,Not found,Not found,Not found,Netherlands,"Annual Reports, Results & presentations, Credit ratings, Debt information, Green Bonds, Sustainability ratings, Financial calendar are available.",Not found,Not found
https://www.deka.de/deka-group,DekaBank Deutsche Girozentrale,"DekaBank is a securities services provider for Sparkasse banks, offering asset management, financing, issuing, structuring, and custodian bank services.  They also have a strong focus on sustainability, as evidenced by their published climate transition plan.",Service-based,Enterprise,Finance,Not found,"1,001-5,000",Not found,Germany,Not found,Lyoner Straße 13,60528,Frankfurt am Main,Germany,892.2 million euros economic result in 2024,Not found,+49 69 71 47 - 652
https://cyprusregistry.com/companies/HE/382985,DELOS BUSINESS INFORMATION LTD,"DELOS BUSINESS INFORMATION LTD is a Cyprus-registered limited company providing company information and registration services.  It offers reports containing shareholder history, addresses, mortgages, charges, key people details, and company documents.",Service-based,SMB,"Business Information, Corporate Registry Services",Not found,Not found,Not found,Cyprus,Not found,"Στασίνου, 23, Floor 3",2404,Λευκωσία,Κύπρος,€50 per Report,Not found,Not found
https://www.demak.de/,DEMAK Finanzdienstleistungen,"DEMAK Finanzdienstleistungen provides financial services for individuals and businesses, specializing in retirement planning, insurance optimization, and financial planning.  They offer services such as analysis and optimization of existing insurance policies,  liquidity and asset situation optimization, and corporate pension schemes.",Service-based,SMB,Finance,Not found,Not found,Not found,Germany (Köln),Not found,Not found,Not found,Köln,Germany,Not found,Not found,Not found
https://www.apobank.de/,apoBank,"apoBank is a bank primarily serving healthcare professionals (doctors and pharmacists) in Germany, offering a range of financial services including investment advice, accounts, loans, and financial planning tools.  They also have a strong focus on supporting practice start-ups and providing resources for healthcare professionals.",Service-based,Enterprise,"Finance, Healthcare",Not found,Not found,Not found,Germany,Not found,Not found,Not found,Not found,Germany,Annual profit of €96.0 million in 2024 (compared to €94.2 million in 2023).  Dividends of 6% proposed.,Not found,+49 211 5998 0
https://www.db.com/switzerland,Deutsche Bank (Schweiz) AG,"Deutsche Bank's Swiss operations, with around 600 employees in Zurich and Geneva, offer services through",Service-based,Enterprise,Finance,Not found,600,Not found,"Switzerland, Central Europe, Asia-Pacific, Middle East & Africa, Latin America",Deutsche Bank AG,Hardstrasse 201,8021,Zurich,Switzerland,Not found,"todeutsche.bank@db.comfor, todeutsche.bank@db.com.Deutsche, todeutsche.bank@db.com.For","243 6097 61, +41 44 224 50 00, +49 69 910-00, +49 69 910-34 225, 114 103 379"
https://www.db.com/switzerland,Deutsche Bank (Schweiz) AG,"Deutsche Bank's Swiss operations, with around 600 employees in Zurich and Geneva, offer services through",Service-based,Enterprise,Finance,Not found,600,Not found,"Switzerland, Central Europe, Asia-Pacific, Middle East & Africa, Latin America",Deutsche Bank AG,Hardstrasse 202,8021,Zurich,Switzerland,Not found,"todeutsche.bank@db.comfor, todeutsche.bank@db.com.Deutsche, todeutsche.bank@db.com.For","244 6097 61, +41 44 224 50 00, +49 69 910-00, +49 69 910-34 225, 114 103 379"
Failed to scrape https://www.deutscherueck.de/,Failed to scrape https://www.deutscherueck.de/,Failed to scrape https://www.deutscherueck.de/,Failed to scrape https://www.deutscherueck.de/,Failed to scrape https://www.deutscherueck.de/,Failed to scrape https://www.deutscherueck.de/,Failed to scrape https://www.deutscherueck.de/,Failed to scrape https://www.deutscherueck.de/,Failed to scrape https://www.deutscherueck.de/,Failed to scrape https://www.deutscherueck.de/,Failed to scrape https://www.deutscherueck.de/,Failed to scrape https://www.deutscherueck.de/,Failed to scrape https://www.deutscherueck.de/,Failed to scrape https://www.deutscherueck.de/,Failed to scrape https://www.deutscherueck.de/,Failed to scrape https://www.deutscherueck.de/,Failed to scrape https://www.deutscherueck.de/,Failed to scrape https://www.deutscherueck.de/
https://deutscher-pensionsfonds.com/,Deutscher Pensionsfonds AG,"Deutscher Pensionsfonds AG (DPAG) is a pension fund in Germany that helps companies outsource their pension obligations, optimize their balance sheets, and reduce administrative costs.  They offer various investment strategies and manage pension payouts.  They are a joint venture utilizing Zurich's insurance expertise and DWS's investment expertise.",Service-based,Enterprise,Finance,Not found,Not found,Not found,Germany,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
https://www.dfm.nl/,DFM N.V.,"DFM N.V. is a financial partner for businesses in the mobility sector, offering financing solutions and payment processing services.  They also work with Volkswagen Pon Financial Services for private financing products and support clients in their transition to sustainable energy solutions.",Service-based,Enterprise,"Finance, Automotive",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,31334791700
https://dhofarinsurance.com/,DHOFAR INSURANCE COMPANY S.A.O.G,"Dhofar Insurance Company S.A.O.G provides a range of insurance products including motor, life, medical, travel, home contents, property, liability, marine, energy, industrial, engineering, borrowers life, oil & petroleum, personal accident, and workmen's compensation insurance.",Service-based,Enterprise,Insurance,Not found,300+,Not found,Sultanate of Oman,Not found,P.O. Box 1002,112,Ruwi,Sultanate Of Oman,Not found,dhofar@dhofarinsurance.com,+968 24 705 305
https://www.diebayerische.de/,die Bayerische,"Die Bayerische is an insurance company offering a wide range of insurance products, including health, life, home, and auto insurance. They also provide investment and retirement planning services.",Service-based,Enterprise,Insurance,Not found,800+,Not found,Germany,Not found,Not found,Not found,Not found,Not found,Not found,Not found,+49 89 67 87-0
https://www.dje.de/en/,DJE Kapital AG,"Bank-independent financial services provider in German-speaking Europe offering private wealth management, mutual funds, and institutional asset management.",Service-based,Enterprise,Finance,Not found,200,Not found,"German-speaking Europe (Germany, Austria, Switzerland)",Not found,Pullacher Straße 24,82049,Pullach,Deutschland (Germany),Not found,info@dje.de,+49 89 790453-0
https://www.dkv.lu/en/legal-notice,DKV Luxembourg S.A.,"DKV Luxembourg S.A. provides insurance products and services to private customers and professionals.  The company's website offers information about its products, services, and legal information.",Service-based,Enterprise,Insurance,Not found,Not found,Not found,Luxembourg,LaLuxVie (Inferred from website title),"11-13, rue Jean Fischbach",L-3372,Leudelange,Luxembourg,Not found,info@dkv.lu,+352/42 64 64-1
https://www.dltgermany.com/,DLT Germany,"DLT Germany is an independent think tank and platform for exchanging ideas on blockchain technology.  It aims to promote the sustainable application of DLT in Germany through networking and collaboration with players from science, business, education, and society.",Service-based,SMB,IT Services and IT Consulting,Not found,Not found,Not found,"Germany, Austria, Switzerland",Not found,Not found,Not found,München,Germany,Failed to scrape https://www.dltgermany.com/,Failed to scrape https://www.dltgermany.com/,Failed to scrape https://www.dltgermany.com/
https://domosfs.com/,Domos FS,"Domos FS provides secure cloud-based solutions for managing private equity, real estate, debt, infrastructure, and funds of funds data.  They streamline operations and ensure regulatory compliance for alternative investments.",SaaS provider,Enterprise,"Financial Technology (FinTech), Alternative Investments","Banque Wormser Frères, Private Equity Club",Not found,Not found,"France, Luxembourg, UK",Not found,"24, rue de Caumartin",75009,Paris,France,Not found,contact@domosfs.com,+33 (0)1 83 81 14 80
https://offshoreleaks.icij.org/nodes/56027319,Dowdall (ZH) Limited,"This company's information is part of a leaked database of offshore entities from various investigations, including the Paradise Papers.  The provided text does not describe the company's activities beyond its appearance in this database.",Not found,Not found,Not found,Not found,Not found,Not found,Malta,Not found,"FLAT 4, SPRINGFIELD COURT, TRIQ GNIEN IMRIK, XAGHRA (GOZO)",Not found,XAGHRA,Malta,Not found,Not found,Not found
https://annuaire-des-notaires.eu/en/francesca-portelli-41861,Not found,Notary services.,Service-based,SMB,Legal Services,Not found,Not found,Not found,Malta,Not found,"3, Isouard Street",SPB2760,Saint Paul's Bay,Malta,Not found,francesca@portellimalta.net,35679254448
https://www.gauciandpartners.com/en/aboutus/about/1/partner-profiles.htm,Gauci & Partners Advocates,"A law firm specializing in marine, yachting, and shipping law, providing legal advice and consultancy to international and local clients in the transport and logistics sectors.",Service-based,SMB,Legal Services,Not found,Not found,Not found,Malta,Not found,"43, Bordin Street",PTA 1231,Pieta’,Malta,Not found,info@gauciandpartners.com,+356 27030112
https://annuaire-des-notaires.eu/en/malcolm-licari-215311,Not found,Notary services in Malta.,Service-based,SMB,Legal Services,Not found,Not found,European Union,Malta,Not found,"5, Muscat Licari Sciberras, May Butcher Street",MLT0000,Iklin,Malta,Not found,licari.malcolm@gmail.com,99867589
https://porticoandbridge.com/en/dr-michaela-millo-licensed-attorney-akm-millo-21/,Portico & Bridge,"Portico & Bridge is a leading European immigration consultant with over 35 years of experience and a team of over 50 professionals worldwide. They specialize in assisting investors with immigration programs in various European countries, including Malta, Greece, Portugal, Cyprus, Spain, and Turkey, as well as programs in the US, Canada, and the Caribbean.",Service-based,Enterprise,Immigration Consulting,Not found,8,Not found,"Europe (Malta, Greece, Portugal, Cyprus, Spain, Turkey), US, Canada, Caribbean, Vietnam, China, Singapore",Not found,"46th Floor, Bitexco Financial Tower, 2 Hai Trieu, Ben Nghe Ward, District 1, Ho Chi Minh City",Not found,Ho Chi Minh City,Vietnam,Not found,info@porticoandbridge.com,84909898758
Failed to scrape An Individual,Failed to scrape An Individual,Failed to scrape An Individual,Failed to scrape An Individual,Failed to scrape An Individual,Failed to scrape An Individual,Failed to scrape An Individual,Failed to scrape An Individual,Failed to scrape An Individual,Failed to scrape An Individual,Failed to scrape An Individual,Failed to scrape An Individual,Failed to scrape An Individual,Failed to scrape An Individual,Failed to scrape An Individual,Failed to scrape An Individual,Failed to scrape An Individual,Failed to scrape An Individual
https://duro-partners.com/en/,Duro & Partners Avocats,"International business law practice specializing in litigation services around tax (income tax and VAT), commercial law, shareholders litigation and labor law.  They offer a cross-disciplinary approach with services for company managers, investors, promoters, and private clients.",Service-based,Not found,Legal Services,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
https://www.dz-privatbank.com/,DZ PRIVATBANK S.A.,"DZ PRIVATBANK S.A. is a private banking company specializing in sophisticated, individual solutions for private banking clients.  Their services range from classic asset management and asset structuring to financial and retirement planning and foundation consulting. They operate as a competence center for private banking and a significant player in fund services and loans in all currencies within the Cooperative Financial Group Volksbanken Raiffeisenbanken.",Service-based,Enterprise,Finance,Not found,Not found,Not found,"Luxembourg, Germany, Switzerland",DZ BANK Gruppe,"4, rue Thomas Edison",L-1445,Strassen,Luxembourg,Not found,Not found,+352 44903-1
Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found
https://eci.gov.in/,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
https://www.eaglewmg.com/,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
https://eagle-wm.mu/,Eagle Wealth Management (Mauritius) Limited,Provides independently tailored family office services.,Service-based,Not found,Finance,Not found,Not found,Not found,Mauritius,Not found,"C1-304, Level 3, Block C, Grand Baie La Croisette",30517,Grand Bay,Mauritius,Not found,info@eagle-wm.mu,+230 269 4750
https://www.ease.lu/,EASE S.A.,"Optim'EASE, associated with the 10-year-old Luxembourgian company EASE, offers a combination of operational support and Operational Excellence consulting.  They strengthen client teams, address challenges, and provide strategic vision with pragmatic, sustainable solutions for long-term success. Their approach is tailored to each client, blending the agility of a smaller structure with the rigor of large consulting firms.",Service-based,Not found,"Consulting, Operational Excellence",Not found,40,Not found,Luxembourg,Not found,"12, Rue Guillaume Schneider",L-2522,Luxembourg,Luxembourg,Not found,contact@ease.lu,+352 26 26 96-1
Failed to scrape https://eazyinsure.co.in/,Failed to scrape https://eazyinsure.co.in/,Failed to scrape https://eazyinsure.co.in/,Failed to scrape https://eazyinsure.co.in/,Failed to scrape https://eazyinsure.co.in/,Failed to scrape https://eazyinsure.co.in/,Failed to scrape https://eazyinsure.co.in/,Failed to scrape https://eazyinsure.co.in/,Failed to scrape https://eazyinsure.co.in/,Failed to scrape https://eazyinsure.co.in/,Failed to scrape https://eazyinsure.co.in/,Failed to scrape https://eazyinsure.co.in/,Failed to scrape https://eazyinsure.co.in/,Failed to scrape https://eazyinsure.co.in/,Failed to scrape https://eazyinsure.co.in/,Failed to scrape https://eazyinsure.co.in/,Failed to scrape https://eazyinsure.co.in/,Failed to scrape https://eazyinsure.co.in/
https://eb-sim.de/en/,EB-SIM,"EB-SIM is a leading asset manager specializing in ethical and sustainable investments, focusing on multi-asset and renewable energy investments.  Their approach integrates all dimensions of sustainability and is based on Christian values.",Service-based,Not found,"Finance, Asset Management",Not found,Not found,Not found,Not found,Evangelische Bank,Not found,Not found,Not found,Not found,Not found,Not found,Not found
https://www.edmond-de-rothschild.com/en/home,Edmond de Rothschild,"Edmond de Rothschild is a private banking and asset management firm offering services in wealth planning, investments, life insurance, real assets, philanthropy, responsible investment, and more.  They operate across multiple countries in Europe.",Service-based,Enterprise,Finance,Not found,1001-5000,Not found,"Belgium, France, Germany, Italy, Luxembourg, Monaco, Portugal, Spain, Switzerland",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
https://www.edmond-de-rothschild.com/en/home,Edmond de Rothschild,"Edmond de Rothschild is a private banking and asset management firm offering wealth planning, investments, life insurance, real assets, philanthropy, responsible investment, and corporate finance services.",Service-based,Enterprise,Finance,Not found,1001-5000,Not found,"Belgium, France, Germany, Italy, Luxembourg, Monaco, Portugal, Spain, Switzerland",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
http://www.edmondhalley.nl,Edmond Halley B.V.,"Edmond Halley B.V. provides pension advice, communication, and support services to employers, employees, works councils, and pension providers.  They offer services including pension plan design, implementation, communication strategies, contract management, and helpdesk support.",Service-based,Not found,Finance,Not found,Not found,Not found,Netherlands,Not found,Computerweg 11,3542 DP,Utrecht,Netherlands,Not found,advies@edmondhalley.nl,31302519881
https://www.efginternational.com/us.html,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
https://www.egroup.io/,eGroup,Europe's leading provider of smart office services for freelancers and small businesses.,Service-based,SMB,IT Services,Not found,1200+,Günter Faltin (early investor),Europe,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
https://www.eikaforsikring.no/,Eika Forsikring,"Eika Forsikring is an insurance company that offers a range of insurance products, including car, home, travel, and pet insurance.  They have merged with Fremtind Forsikring and are now operating under the Fremtind name.",Service-based,Enterprise,Insurance,Not found,Not found,Not found,Norway,"SpareBank 1 Gruppen, DNB, and Eika Gruppen",Postboks 332,2303,Hamar,Norway,Not found,kundesenter@eika.no,4791503850
https://www.eika.no/,Eika Gruppen,"Eika is an alliance of independent banks, offering services and products to banks and customers.  They aim to be a driving force for sustainable development.",Service-based,Enterprise,Finance,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,kundesenter@eika.no,4791503850
https://elastofirm.com/home_english/,ELASTOFIRM BV,"Elastofirm is an independent Dutch enterprise that invests in healthy, specialized companies in the rubber and plastic industry, primarily in Europe, with an enterprise value between €4-100 million.  They aim to create sustainable value for stakeholders and foster growth within their network of companies.",Not found,Enterprise,Rubber and Plastic Industry,Not found,Not found,Not found,"Europe, The Netherlands",Not found,Olympia 2d,1213 NT,Hilversum,The Netherlands,Not found,info@elastofirm.com,Not found
https://www.emeraldwealthpartners.com/,Emerald Wealth Partners AG,"A Swiss regulated independent asset and wealth manager based in Zurich, focusing on entrepreneurs and family office clients.",Service-based,Not found,Finance,Not found,Not found,Not found,Switzerland,Not found,Weinbergstrasse 100,8802,Kilchberg,Switzerland,Not found,info@emeraldwealthpartners.ch,Not found
https://www.enbw.com/company/,EnBW Energie Baden-Württemberg AG,"EnBW is an energy company shaping the future of energy with over 100 years of experience.  They take a holistic approach to the energy transition, from power generation to fast-charging stations, supplying millions of customers with electricity, gas, and water.  They also build smart electricity grids, develop CO₂-free energy sources, and promote e-mobility.",Not found,Enterprise,Energy,Not found,30391,Not found,Germany,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
https://engelwoodgroup.com/corporate-services/,Engelwood Fund & Corporate Services S.A.,"Engelwood Fund & Corporate Services S.A. provides corporate services including domiciliation, corporate & secretarial services, accounting, financial reporting, liquidation, securitization, interest & return calculations, and integrated business solutions.",Service-based,Not found,Financial Services,Not found,70+,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
https://www.entrust.lu/en/,Entrust Revision,"Entrust Revision is an audit firm offering a range of services including statutory audit, mergers/divisions, liquidation auditor, review of historical financial statements, internal auditor, due diligence, and creation of internal control systems. They emphasize personalized service, stability, expertise, responsiveness, and efficiency.",Service-based,SMB,"Auditing, Financial Services",Not found,Not found,Not found,"Luxembourg, Belgium",Not found,"Route d'Arlon, 130",8008,Strassen,Luxembourg,Not found,"mbr@entrust.lu, ac@entrust.lu","+352 691 70 10 95, +32 496 91 79 25, +352 691 70 10 84, +32 496 24 90 47"
https://www.finma.ch/en/finma-public/warnungen/warning-list/,FINMA,"The Swiss Financial Market Supervisory Authority (FINMA) is responsible for supervising the financial market.  They maintain a warning list of unauthorized companies and individuals, investigate potential violations, and ensure compliance with financial market regulations. They also provide information and resources to help investors protect themselves.",Service-based,Enterprise,"Financial Services, Regulatory",Not found,Not found,Not found,Switzerland,Not found,Laupenstrasse 27,3003,Bern,Switzerland,Not found,info@finma.ch,+41 31 327 91 00
https://www.equiomgroup.com/,Equiom,"Equiom provides a wide range of services including private wealth and family office services, luxury asset services, corporate services, employee retirement & reward services, and governance support & solutions. They aim to develop deep and long-lasting client relationships and offer tailored solutions to help clients protect and grow their wealth, expand their business, and ensure compliance.",Service-based,Enterprise,Financial Services,Morrisons Supermarkets,"501-1,000",Not found,"Europe, Middle East, Asia, Americas",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
https://www.equiomgroup.com/,Equiom Group,"Equiom provides a wide range of services including private wealth and family office services, luxury asset services, corporate services, employee retirement and reward services, and governance support and solutions. They aim to develop deep and long-lasting client relationships and offer tailored solutions for both corporate and private clients.",Service-based,Enterprise,Financial Services,Morrisons Supermarkets,"501-1,000",Not found,"Europe, Middle East, Asia, Americas",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
https://www.ergo.com/en,ERGO Group AG,"ERGO is a major insurance group in Germany and Europe, offering a comprehensive spectrum of insurance, provision, and services to individuals and businesses.  They focus on customer needs, risk management, and sustainability, aiming to make insurance simple and convenient.",Service-based,Enterprise,Insurance,Not found,37000,Not found,"Germany, Europe, Asia, over 20 countries worldwide, U.S. market (via acquisition of NEXT Insurance)",Munich Re (major primary insurance business),ERGO-Platz 1,40477,Düsseldorf,Germany,20.8 billion euros insurance revenue in 2025; 31 million customers,kontakt@ergo.de,+49 211 477-7100
https://www.ergo.com/en,ERGO Group AG,"ERGO is a major insurance group in Germany and Europe, offering a comprehensive spectrum of insurance, provision, and services to people and businesses.  They focus on customer needs, sustainability, and a forward-looking approach, aiming to make insurance simpler and more convenient.",Service-based,Enterprise,Insurance,Not found,37000,Not found,"Germany, Europe, Asia, over 20 countries worldwide, U.S.",Munich Re,ERGO-Platz 1,40477,Düsseldorf,Germany,20.8 billion euros insurance revenue,kontakt@ergo.de,+49 211 477-7100
https://www.ergo-life.com/,ERGO Life S.A.,"ERGO Life S.A. is a life insurer that develops and offers unit-linked insurance products in EU countries.  It's a subsidiary of ERGO Group AG and part of Munich Re, focusing on private wealth building, asset protection, and competitive positioning.  The company emphasizes responsible actions, including environmental and climate protection, a positive work environment, and social and industry-related projects.",Not found,Enterprise,Insurance,Not found,Not found,Not found,"Luxembourg, EU",ERGO Group AG,"15, rue de Flaxweiler",L-6776,Grevenmacher,Luxembourg,Not found,info@ergo-life.com,-264503
https://www.mediaatelier.com/en/GrandTotal/,GrandTotal,"GrandTotal is invoicing software for macOS that offers a user-friendly interface, efficient workflows, and various features for creating and managing invoices, quotes, and financial data. It supports multiple currencies, taxes, and various invoice formats, including XRechnung.  It also offers features for collaboration, data security, and integrations with other applications.",SaaS,SMB,"Software, Accounting",Not found,Not found,Not found,"Not found, but likely Germany based on the mention of XRechnung and German language Imprint",Not found,Not found,Not found,Not found,Not found,Pricing plans range from €59.00/year to €149.00/year for different feature sets.,Not found,Not found
